KTEA|958,713|596,927|Tue, 10 September 2019 07:59:00|256GD-L5Z
CAQQ|392,381|129,643|Tue, 10 September 2019 08:00:00|699HX-K19C
JPPZ|607,740|639,083|Tue, 10 September 2019 08:02:00|936TX-E89O
CCGC|607,573|159,791|Tue, 10 September 2019 08:08:00|674NQ-G83Z
CCDS|677,588|197,972|Tue, 10 September 2019 08:13:00|254LR-U40X
NJRG|693,200|959,185|Tue, 10 September 2019 08:19:00|465MU-E48E
JGUF|167,501|172,155|Tue, 10 September 2019 08:23:00|390HQ-P14H
LFCA|988,157|111,195|Tue, 10 September 2019 08:26:00|905OF-U17Z
PMML|412,668|877,516|Tue, 10 September 2019 08:31:00|282LV-O57E
ELGV|813,164|806,672|Tue, 10 September 2019 08:34:00|980UB-R77N
PAUO|813,263|249,804|Tue, 10 September 2019 08:39:00|450LT-U38Y
BMIL|417,753|248,216|Tue, 10 September 2019 08:44:00|165ES-G93K
LMAS|785,376|491,026|Tue, 10 September 2019 08:50:00|566XS-L25Z
BDCQ|257,388|173,557|Tue, 10 September 2019 08:53:00|230WS-P77S
MOOM|235,587|359,209|Tue, 10 September 2019 08:57:00|781OE-Z36F
NJRG|167,874|352,295|Tue, 10 September 2019 08:58:00|934AQ-Y40V
MACU|360,200|795,014|Tue, 10 September 2019 09:00:00|904VJ-U61C
LMAS|866,111|830,627|Tue, 10 September 2019 09:01:00|746GR-N70D
QUIY|581,561|619,698|Tue, 10 September 2019 09:07:00|53QQ-W58B
MMOS|820,786|225,790|Tue, 10 September 2019 09:08:00|205OF-J16R
CAQQ|430,764|84,785|Tue, 10 September 2019 09:12:00|640PW-G99U
FERN|436,121|104,381|Tue, 10 September 2019 09:16:00|420XF-Y81L
JZZJ|569,356|227,111|Tue, 10 September 2019 09:18:00|557XY-E20R
NJRG|604,265|112,684|Tue, 10 September 2019 09:20:00|897FW-A7N
SDAP|161,159|224,526|Tue, 10 September 2019 09:24:00|423CB-K32A
PMML|337,312|224,684|Tue, 10 September 2019 09:29:00|526UD-Z17J
TRPP|220,398|582,104|Tue, 10 September 2019 09:33:00|942TB-Q29H
JNBI|576,351|972,610|Tue, 10 September 2019 09:35:00|739RC-H63X
CCCK|570,012|412,244|Tue, 10 September 2019 09:40:00|464FC-G28E
JOYV|620,215|753,021|Tue, 10 September 2019 09:43:00|92VT-R55Y
NLAP|470,985|457,903|Tue, 10 September 2019 09:44:00|760IU-M18B
MTBI|230,072|58,578|Tue, 10 September 2019 09:45:00|194ZW-N71L
PUYT|103,334|994,900|Tue, 10 September 2019 09:46:00|185WN-M54Z
JMYV|569,512|650,809|Tue, 10 September 2019 09:49:00|180GS-A10A
EMSV|599,497|868,267|Tue, 10 September 2019 09:55:00|48MO-C88J
VBTC|170,157|247,745|Tue, 10 September 2019 10:00:00|449RD-T48R
TJEO|805,359|191,773|Tue, 10 September 2019 10:03:00|892AQ-C72D
EJMR|427,528|574,517|Tue, 10 September 2019 10:04:00|982IR-R61I
JMRH|530,325|397,357|Tue, 10 September 2019 10:08:00|403LX-A34O
RCSG|931,916|490,605|Tue, 10 September 2019 10:14:00|801NB-D27N
RPDB|96,729|197,727|Tue, 10 September 2019 10:18:00|372BQ-Y99B
MOFS|942,281|830,623|Tue, 10 September 2019 10:19:00|203RW-Y27R
QUIY|394,948|341,461|Tue, 10 September 2019 10:21:00|670GV-E2J
JJTS|610,527|988,286|Tue, 10 September 2019 10:25:00|912EN-H24C
MFOC|491,916|712,964|Tue, 10 September 2019 10:28:00|922KM-Z64U
VMMJ|510,266|689,025|Tue, 10 September 2019 10:33:00|957RI-N87K
SCLC|422,341|147,617|Tue, 10 September 2019 10:34:00|550TT-X60V
KTEA|43,370|146,327|Tue, 10 September 2019 10:40:00|43QT-E58E
AVFK|23,316|193,860|Tue, 10 September 2019 10:45:00|266DJ-N94W
MEES|134,489|145,984|Tue, 10 September 2019 10:48:00|357TQ-P73W
RCLN|62,402|550,474|Tue, 10 September 2019 10:54:00|866HU-H28H
DCPP|349,925|787,047|Tue, 10 September 2019 10:55:00|626VV-I25D
QUIY|696,985|662,077|Tue, 10 September 2019 11:00:00|783HM-Q44I
HBOC|340,495|766,198|Tue, 10 September 2019 11:05:00|45AD-R36R
DFEG|726,884|433,104|Tue, 10 September 2019 11:09:00|317XN-I41S
SHLV|49,080|366,852|Tue, 10 September 2019 11:15:00|880VY-C69Y
MRCA|740,795|848,427|Tue, 10 September 2019 11:16:00|38OQ-D95M
MFAY|338,514|97,170|Tue, 10 September 2019 11:21:00|719GH-C5R
JULT|529,943|593,596|Tue, 10 September 2019 11:27:00|134OA-O83N
JBMA|549,194|127,343|Tue, 10 September 2019 11:28:00|972WI-P18Z
LPPO|776,249|152,220|Tue, 10 September 2019 11:29:00|883NT-W54P
SLOW|31,164|266,037|Tue, 10 September 2019 11:35:00|909XN-X80Q
ITRK|322,220|590,351|Tue, 10 September 2019 11:37:00|823EB-J16N
DFEG|660,902|597,891|Tue, 10 September 2019 11:39:00|125PW-M42C
VLVX|184,247|417,433|Tue, 10 September 2019 11:43:00|566OA-M9T
PMML|208,743|301,301|Tue, 10 September 2019 11:48:00|869DR-A79U
JGLM|350,968|315,607|Tue, 10 September 2019 11:49:00|759IH-R96X
AMBP|348,565|34,541|Tue, 10 September 2019 11:50:00|432YI-W21O
ANGL|390,199|204,513|Tue, 10 September 2019 11:51:00|459KE-A50N
LJPQ|657,849|108,884|Tue, 10 September 2019 11:55:00|236FY-A77Y
FTCB|648,356|346,350|Tue, 10 September 2019 11:59:00|319KD-U90K
RCSG|911,207|411,301|Tue, 10 September 2019 12:00:00|815ON-O50Y
MDEJ|161,406|272,359|Tue, 10 September 2019 12:03:00|827XP-E80H
ATAF|724,217|124,080|Tue, 10 September 2019 12:06:00|212HA-N51P
VMRK|857,457|213,508|Tue, 10 September 2019 12:11:00|248RA-F59J
DHEB|518,349|346,398|Tue, 10 September 2019 12:17:00|916YF-D45X
RECM|88,231|606,165|Tue, 10 September 2019 12:23:00|284AL-C10O
EAGK|191,937|488,372|Tue, 10 September 2019 12:28:00|658IA-F51O
ORIY|315,435|343,136|Tue, 10 September 2019 12:33:00|941IG-M45W
EGAL|625,748|283,955|Tue, 10 September 2019 12:35:00|312SK-R98H
NJRG|470,605|550,068|Tue, 10 September 2019 12:37:00|133MP-F60R
LEMF|285,355|14,959|Tue, 10 September 2019 12:40:00|167BJ-X35U
RPDB|301,295|323,574|Tue, 10 September 2019 12:46:00|277CU-D30L
FVFR|283,914|867,119|Tue, 10 September 2019 12:51:00|239MQ-G14N
AVFK|400,747|529,504|Tue, 10 September 2019 12:56:00|681EB-C40X
ADDA|373,808|502,333|Tue, 10 September 2019 13:00:00|242CE-S91A
ORIY|506,280|887,987|Tue, 10 September 2019 13:01:00|42QX-E42R
ALCZ|775,478|108,105|Tue, 10 September 2019 13:05:00|748XD-I86Y
FERN|99,130|137,617|Tue, 10 September 2019 13:11:00|331KD-P83L
ABYW|182,469|395,775|Tue, 10 September 2019 13:12:00|317RG-O10V
DFEG|152,186|562,761|Tue, 10 September 2019 13:14:00|276QJ-I31E
ADDA|945,256|72,863|Tue, 10 September 2019 13:17:00|797VH-P16Y
CCDS|472,288|326,402|Tue, 10 September 2019 13:18:00|434ZW-P13L
MEGS|644,528|48,788|Tue, 10 September 2019 13:19:00|947BD-I51Y
ALSE|474,137|453,846|Tue, 10 September 2019 13:21:00|429RD-V61L
JLIK|646,973|496,185|Tue, 10 September 2019 13:24:00|118FF-L79Y
VLVX|897,312|465,452|Tue, 10 September 2019 13:30:00|406MO-B58O
RGVV|432,529|856,332|Tue, 10 September 2019 13:33:00|351VC-A88W
NJRG|224,327|248,029|Tue, 10 September 2019 13:36:00|861RK-F79R
LBD1Z|556,641|162,259|Tue, 10 September 2019 13:37:00|902LF-D64D
REDJ|272,847|383,957|Tue, 10 September 2019 13:41:00|95FQ-A52N
JPPZ|165,089|362,312|Tue, 10 September 2019 13:45:00|459VM-G10Z
JDBO|752,335|213,137|Tue, 10 September 2019 13:50:00|528ZY-L80Z
JSCN|701,550|221,228|Tue, 10 September 2019 13:54:00|323EA-M41K
MBBW|978,245|789,855|Tue, 10 September 2019 13:59:00|193SM-O80U
RYAJ|809,531|210,184|Tue, 10 September 2019 14:00:00|920OM-Z36F
VMMJ|441,955|308,401|Tue, 10 September 2019 14:06:00|434UI-B51J
PAUO|339,631|235,975|Tue, 10 September 2019 14:08:00|317CA-W86P
VBLF|425,334|682,197|Tue, 10 September 2019 14:14:00|277PB-O53P
ENPE|59,216|535,135|Tue, 10 September 2019 14:19:00|74ZP-D21Z
CAQQ|449,916|621,782|Tue, 10 September 2019 14:21:00|491SJ-K28L
MBUO|409,946|661,383|Tue, 10 September 2019 14:25:00|449EJ-G2N
BGRJ|975,242|161,877|Tue, 10 September 2019 14:29:00|877QU-X31F
EMSV|144,368|909,148|Tue, 10 September 2019 14:31:00|851ZB-S90W
MJBA|327,244|645,521|Tue, 10 September 2019 14:35:00|972RF-F94F
LMRN|330,685|222,440|Tue, 10 September 2019 14:37:00|73CT-X91C
MOFS|548,727|134,892|Tue, 10 September 2019 14:43:00|229DJ-H89H
PETM|772,281|819,062|Tue, 10 September 2019 14:44:00|803WJ-X98X
JRIE|288,229|618,560|Tue, 10 September 2019 14:45:00|748XM-V70Z
METU|843,110|399,767|Tue, 10 September 2019 14:50:00|421UM-R85W
MBBW|389,834|66,925|Tue, 10 September 2019 14:52:00|41QV-O75L
RBOF|304,463|669,596|Tue, 10 September 2019 14:55:00|916FG-N41C
JRIE|677,341|29,782|Tue, 10 September 2019 15:00:00|371XA-T79E
LUNW|366,235|985,088|Tue, 10 September 2019 15:05:00|451VO-Y43V
MOAL|573,601|569,547|Tue, 10 September 2019 15:07:00|484KV-H15M
JABT|682,599|631,688|Tue, 10 September 2019 15:11:00|816QD-Q54D
LPPO|624,868|76,063|Tue, 10 September 2019 15:15:00|586SQ-V21G
KATI|712,909|820,112|Tue, 10 September 2019 15:16:00|829SX-W90F
RCDO|824,231|915,032|Tue, 10 September 2019 15:20:00|564ZU-P22C
JOVB|8,740|813,418|Tue, 10 September 2019 15:26:00|585OW-C30Q
AELH|390,409|974,101|Tue, 10 September 2019 15:31:00|324YR-I4K
SCLC|741,248|523,519|Tue, 10 September 2019 15:34:00|52FH-Y55O
RDDJ|858,915|213,399|Tue, 10 September 2019 15:36:00|291SL-Z52Q
DUCV|397,671|828,088|Tue, 10 September 2019 15:37:00|23QW-J59Z
NJRG|395,250|781,857|Tue, 10 September 2019 15:41:00|518UL-H45P
GITB|195,771|385,170|Tue, 10 September 2019 15:44:00|701GF-C50U
RZDB|637,322|704,376|Tue, 10 September 2019 15:46:00|876AQ-X15D
MFAY|241,606|698,614|Tue, 10 September 2019 15:48:00|49VZ-L20Z
PAUO|30,157|169,356|Tue, 10 September 2019 15:49:00|122PK-Z21F
RCLN|45,416|417,943|Tue, 10 September 2019 15:53:00|604IO-I38O
EMSV|577,732|690,003|Tue, 10 September 2019 15:55:00|516JI-J79L
QUIY|894,078|505,776|Tue, 10 September 2019 15:59:00|632BF-K95H
PMML|850,350|493,322|Tue, 10 September 2019 16:00:00|613CZ-F11H
EDNB|264,720|915,252|Tue, 10 September 2019 16:05:00|383RV-W92I
PAUO|14,585|134,247|Tue, 10 September 2019 16:10:00|889KJ-M58Z
LMRN|990,469|543,231|Tue, 10 September 2019 16:16:00|896DJ-Y70L
SCLC|685,487|805,912|Tue, 10 September 2019 16:20:00|699ZN-X22P
AVFK|805,076|672,634|Tue, 10 September 2019 16:22:00|411BP-N10Q
METU|396,492|354,662|Tue, 10 September 2019 16:27:00|457ZL-V43S
LBD1Z|434,260|567,610|Tue, 10 September 2019 16:32:00|41LF-I3X
BGRJ|481,119|79,118|Tue, 10 September 2019 16:33:00|225ZO-L62M
GITB|283,711|402,557|Tue, 10 September 2019 16:34:00|776QE-A37X
RCPS|247,004|9,801|Tue, 10 September 2019 16:35:00|901WW-J11Q
ENPE|814,824|76,605|Tue, 10 September 2019 16:38:00|786UL-H38D
EEDQ|689,497|660,074|Tue, 10 September 2019 16:43:00|10ZB-X80A
LPPO|170,572|415,052|Tue, 10 September 2019 16:44:00|186UM-R25D
MGBW|31,248|521,114|Tue, 10 September 2019 16:47:00|799TI-P11Y
ESNU|848,452|215,915|Tue, 10 September 2019 16:53:00|410RJ-J65C
LPPO|671,292|577,911|Tue, 10 September 2019 16:56:00|953RU-P16Z
RCPS|57,899|866,438|Tue, 10 September 2019 16:58:00|51VP-A88Y
ENPE|63,270|231,244|Tue, 10 September 2019 17:00:00|87BE-E36V
JDPQ|38,822|736,960|Tue, 10 September 2019 17:03:00|551YM-E11V
AMBP|689,477|135,872|Tue, 10 September 2019 17:04:00|471VO-H65I
JLIK|752,381|592,078|Tue, 10 September 2019 17:08:00|119GW-X53Q
LPPO|504,350|795,865|Tue, 10 September 2019 17:09:00|699PS-E86S
ADDA|244,994|647,920|Tue, 10 September 2019 17:13:00|316TC-R72J
MMOS|409,647|842,459|Tue, 10 September 2019 17:16:00|828MX-X53O
QUIY|920,442|703,679|Tue, 10 September 2019 17:18:00|92PO-A99K
EMTE|50,765|512,332|Tue, 10 September 2019 17:19:00|799GS-E97J
ANJU|688,701|735,291|Tue, 10 September 2019 17:24:00|173YE-L62G
VLVX|734,645|483,200|Tue, 10 September 2019 17:30:00|138VQ-E83A
JDFW|587,869|632,223|Tue, 10 September 2019 17:36:00|900FV-B84R
ABCM|432,940|320,708|Tue, 10 September 2019 17:39:00|890KV-O41N
MICR|59,419|533,968|Tue, 10 September 2019 17:41:00|631XI-Z86F
DUCV|402,931|263,560|Tue, 10 September 2019 17:46:00|481RD-O6H
RGVV|863,607|361,612|Tue, 10 September 2019 17:52:00|525ME-K90W
ORIY|837,067|352,816|Tue, 10 September 2019 17:57:00|858ED-T70W
ETDY|581,174|430,383|Tue, 10 September 2019 18:00:00|356BM-I2Z
RFMR|182,760|328,023|Tue, 10 September 2019 18:06:00|269ZF-W9E
NRTR|642,370|188,558|Tue, 10 September 2019 18:11:00|443DM-B44G
ESNU|91,346|478,636|Tue, 10 September 2019 18:13:00|328AX-J92P
NDGI|449,065|836,596|Tue, 10 September 2019 18:14:00|408JZ-I48O
DETO|112,139|755,200|Tue, 10 September 2019 18:20:00|527PU-R49Y
RPDB|822,170|354,473|Tue, 10 September 2019 18:26:00|113ZC-V37F
JAYV|530,534|332,500|Tue, 10 September 2019 18:29:00|184VP-V10E
JFBA|155,522|914,964|Tue, 10 September 2019 18:32:00|993XS-U29N
EJBM|134,459|47,304|Tue, 10 September 2019 18:37:00|362VM-Z21F
RMIU|867,058|130,653|Tue, 10 September 2019 18:40:00|90BY-C53G
EJMR|239,676|992,568|Tue, 10 September 2019 18:43:00|173BB-X68B
NLAP|984,377|966,515|Tue, 10 September 2019 18:44:00|570XV-D66B
NJRG|454,235|139,207|Tue, 10 September 2019 18:45:00|295KJ-G57A
SLOW|308,060|783,111|Tue, 10 September 2019 18:46:00|371JV-G53Y
RMTP|190,714|742,576|Tue, 10 September 2019 18:49:00|549QS-B60M
JLGA|964,411|86,141|Tue, 10 September 2019 18:52:00|15XW-R63H
JLJM|875,507|692,365|Tue, 10 September 2019 18:56:00|780WX-H92S
HDAL|990,602|824,459|Tue, 10 September 2019 18:58:00|301MK-A8V
EJBM|637,236|138,911|Tue, 10 September 2019 19:00:00|782FQ-P81G
JRIE|902,642|810,948|Tue, 10 September 2019 19:06:00|448FQ-F41N
MVEU|560,940|356,322|Tue, 10 September 2019 19:10:00|881NT-S35F
ESPS|280,065|911,520|Tue, 10 September 2019 19:11:00|346FC-V25H
JOHD|479,620|683,779|Tue, 10 September 2019 19:12:00|914BQ-F17B
MBUO|553,488|952,376|Tue, 10 September 2019 19:15:00|983ZS-D89L
ALSE|56,067|429,990|Tue, 10 September 2019 19:18:00|568RJ-C19U
DGAF|180,741|131,318|Tue, 10 September 2019 19:19:00|658KP-B7L
JLJM|248,451|798,108|Tue, 10 September 2019 19:22:00|242BC-M12Z
ALOP|236,268|736,969|Tue, 10 September 2019 19:27:00|964IF-L27L
MPTW|748,794|684,774|Tue, 10 September 2019 19:30:00|534JZ-K18S
RDDJ|613,570|388,175|Tue, 10 September 2019 19:32:00|895SQ-C17J
JPPZ|361,007|29,862|Tue, 10 September 2019 19:34:00|969CL-R5I
MNAA|783,452|248,297|Tue, 10 September 2019 19:35:00|673KB-X95J
RCVA|360,502|97,066|Tue, 10 September 2019 19:37:00|456II-V45T
JDPQ|903,653|404,495|Tue, 10 September 2019 19:43:00|885TR-L71I
KSAR|811,810|840,422|Tue, 10 September 2019 19:47:00|69ZM-T52Z
JVNU|151,466|240,720|Tue, 10 September 2019 19:49:00|978FL-Z6Z
APPH|406,076|211,842|Tue, 10 September 2019 19:53:00|575EV-R36Y
CHAI|817,792|56,463|Tue, 10 September 2019 19:56:00|730OI-H27E
FERN|437,468|266,991|Tue, 10 September 2019 19:58:00|92JK-I7A
JRMT|759,361|526,209|Tue, 10 September 2019 20:00:00|686IK-R49A
MICR|731,321|705,331|Tue, 10 September 2019 20:03:00|302ZX-J35R
TATG|281,383|344,791|Tue, 10 September 2019 20:08:00|411LJ-V51Y
KATI|726,597|65,802|Tue, 10 September 2019 20:14:00|56WK-K96R
ITRK|504,119|322,756|Tue, 10 September 2019 20:16:00|936IX-N38N
RCLN|442,227|871,267|Tue, 10 September 2019 20:18:00|970YZ-I71O
EJMR|339,246|586,038|Tue, 10 September 2019 20:22:00|696PP-S94X
RRRQ|181,566|371,445|Tue, 10 September 2019 20:25:00|448GQ-E24D
PCNG|996,380|628,844|Tue, 10 September 2019 20:29:00|425UA-Z11U
NJRG|818,549|378,482|Tue, 10 September 2019 20:31:00|761FZ-B15X
JZZJ|840,929|614,058|Tue, 10 September 2019 20:34:00|110VU-Y56D
RMAN|699,970|118,737|Tue, 10 September 2019 20:38:00|724MN-N6Y
MFOC|680,626|741,421|Tue, 10 September 2019 20:42:00|500KA-Q49S
LMAS|979,846|284,621|Tue, 10 September 2019 20:44:00|359ZA-V13K
BMIL|62,318|304,353|Tue, 10 September 2019 20:49:00|307CT-R17O
JFBA|922,105|261,577|Tue, 10 September 2019 20:50:00|783XJ-A52F
SDFO|962,016|966,861|Tue, 10 September 2019 20:56:00|432PY-W40X
AALP|726,862|977,543|Tue, 10 September 2019 21:00:00|493VO-N94A
ALOP|543,857|17,234|Tue, 10 September 2019 21:05:00|522NI-Z73W
AALP|658,603|338,871|Tue, 10 September 2019 21:08:00|368RR-Y64I
CHAI|640,470|356,469|Tue, 10 September 2019 21:11:00|708YU-E82X
RGRH|978,842|342,626|Tue, 10 September 2019 21:16:00|468VT-V47L
JDPQ|674,059|542,537|Tue, 10 September 2019 21:21:00|54OE-N15V
MOFS|820,170|785,977|Tue, 10 September 2019 21:26:00|257PG-N89C
EUSM|288,919|452,724|Tue, 10 September 2019 21:30:00|347DT-V85E
PUYT|223,785|995,458|Tue, 10 September 2019 21:33:00|514WR-G59S
JGLM|51,704|475,107|Tue, 10 September 2019 21:38:00|499PR-E73K
VBTC|391,375|699,714|Tue, 10 September 2019 21:42:00|596VG-K55D
RMRW|546,104|800,291|Tue, 10 September 2019 21:44:00|188XS-N38K
MMRS|701,316|118,929|Tue, 10 September 2019 21:47:00|716CI-U4Q
GYMH|44,539|750,098|Tue, 10 September 2019 21:51:00|174YQ-X56V
KATI|472,827|324,158|Tue, 10 September 2019 21:57:00|637IW-Q52W
JDPQ|860,688|960,282|Tue, 10 September 2019 21:58:00|79LZ-S48O
MOAL|309,718|238,746|Tue, 10 September 2019 22:00:00|607YS-I8O
MBDR|137,367|898,343|Tue, 10 September 2019 22:03:00|52SJ-F6Y
RCDO|233,145|333,896|Tue, 10 September 2019 22:04:00|333BN-N16O
HBOC|705,113|254,712|Tue, 10 September 2019 22:07:00|210ZF-K16J
JYBW|818,601|738,173|Tue, 10 September 2019 22:11:00|300CC-L37C
MLIU|130,334|990,513|Tue, 10 September 2019 22:12:00|721WK-S30E
DHEB|664,472|984,362|Tue, 10 September 2019 22:16:00|679FM-A51M
MFCH|494,984|336,065|Tue, 10 September 2019 22:17:00|492YX-T42U
MOFS|806,743|234,873|Tue, 10 September 2019 22:22:00|913ZD-Z85H
PETM|873,636|134,060|Tue, 10 September 2019 22:25:00|757FO-N58T
METU|620,569|30,056|Tue, 10 September 2019 22:31:00|183UB-N68U
AVFK|407,391|272,613|Tue, 10 September 2019 22:36:00|818BR-Q55K
RCDO|17,300|812,683|Tue, 10 September 2019 22:37:00|906AY-M63Z
VBTC|330,111|348,910|Tue, 10 September 2019 22:43:00|285QG-X2I
MMCX|247,750|137,320|Tue, 10 September 2019 22:48:00|239ED-B69I
LQUQ|902,217|870,378|Tue, 10 September 2019 07:49:00|852WS-B23X
MEES|629,348|503,384|Tue, 10 September 2019 07:53:00|838LQ-L52C
ALSE|167,138|863,602|Tue, 10 September 2019 07:59:00|811IE-T50W
RRTC|255,954|762,641|Tue, 10 September 2019 08:00:00|617XS-S66E
CAP1Z|475,042|480,748|Tue, 10 September 2019 08:05:00|247RR-A93B
MGBW|724,962|633,336|Tue, 10 September 2019 08:08:00|585UI-E12W
METU|236,200|169,474|Tue, 10 September 2019 08:09:00|725RB-F89W
RCDO|219,523|941,590|Tue, 10 September 2019 08:13:00|357GQ-O20J
MBBW|521,860|590,286|Tue, 10 September 2019 08:19:00|142BR-A48P
SDFO|654,533|221,640|Tue, 10 September 2019 08:21:00|940HT-S99X
FVFR|116,894|578,902|Tue, 10 September 2019 08:26:00|404QW-Y27S
REDJ|520,658|924,960|Tue, 10 September 2019 08:30:00|1000VM-B28F
DEVQ|290,010|228,296|Tue, 10 September 2019 08:31:00|755QS-D12R
MJLZ|136,366|644,041|Tue, 10 September 2019 08:32:00|878TU-U41E
EGAL|236,048|72,793|Tue, 10 September 2019 08:33:00|477HP-J97Q
LMAS|635,625|66,047|Tue, 10 September 2019 08:36:00|339PH-W8C
RYAJ|913,726|531,597|Tue, 10 September 2019 08:41:00|997TE-X80E
JMCE|178,992|804,808|Tue, 10 September 2019 08:45:00|643BQ-W4A
VBTC|591,342|484,869|Tue, 10 September 2019 08:50:00|617FL-E54U
RMIU|929,419|605,909|Tue, 10 September 2019 08:52:00|19RI-J30U
MSBC|351,353|805,575|Tue, 10 September 2019 08:53:00|139GK-R68J
CTEW|685,585|110,919|Tue, 10 September 2019 08:57:00|510GU-K95A
JEPX|847,361|390,832|Tue, 10 September 2019 09:00:00|962AQ-Q27R
JRMT|595,418|611,367|Tue, 10 September 2019 09:06:00|744SZ-D14H
GZAF|979,196|402,376|Tue, 10 September 2019 09:10:00|852MH-G56U
VMRK|57,654|607,430|Tue, 10 September 2019 09:16:00|618IT-N60O
CCCK|203,221|752,067|Tue, 10 September 2019 09:22:00|888HK-O90K
EEDQ|675,102|18,115|Tue, 10 September 2019 09:28:00|808BH-R96S
SCLC|766,766|648,183|Tue, 10 September 2019 09:34:00|725FH-X48C
MEES|261,820|400,432|Tue, 10 September 2019 09:40:00|672NM-N34L
TRPP|526,729|176,134|Tue, 10 September 2019 09:43:00|958ZF-Z83U
ESNU|711,118|203,218|Tue, 10 September 2019 09:48:00|24RN-S49N
RFTX|536,645|300,858|Tue, 10 September 2019 09:54:00|643RF-S93S
SHLV|869,937|197,797|Tue, 10 September 2019 10:00:00|510MQ-D37D
VBLF|199,081|805,678|Tue, 10 September 2019 10:05:00|110TH-C54Q
JBDC|44,869|668,532|Tue, 10 September 2019 10:07:00|635PR-J94T
DGAF|999,666|965,073|Tue, 10 September 2019 10:09:00|547JT-F27Q
MFOC|829,102|173,228|Tue, 10 September 2019 10:14:00|568SA-H46S
MBDR|424,194|344,734|Tue, 10 September 2019 10:16:00|450XY-I94M
SLOW|974,679|226,488|Tue, 10 September 2019 10:19:00|23GV-F69Q
JCRL|788,740|209,085|Tue, 10 September 2019 10:22:00|653XH-I62Y
KDLC|423,574|37,888|Tue, 10 September 2019 10:23:00|915FM-C36N
DFEG|302,225|894,568|Tue, 10 September 2019 10:28:00|679GG-Q96K
BDNB|25,022|792,665|Tue, 10 September 2019 10:34:00|564ZO-P54S
RAYW|125,776|347,540|Tue, 10 September 2019 10:36:00|593WV-K14D
MBBW|224,665|356,327|Tue, 10 September 2019 10:39:00|241IF-K70A
LLVN|937,603|312,232|Tue, 10 September 2019 10:45:00|144IL-V64F
JRMT|387,947|305,044|Tue, 10 September 2019 10:51:00|606MQ-D45R
ARON|320,663|186,243|Tue, 10 September 2019 10:55:00|584XN-W16X
JDPQ|680,361|816,752|Tue, 10 September 2019 11:00:00|467RH-B81O
PETM|86,469|492,321|Tue, 10 September 2019 11:01:00|313PQ-W33X
EMSV|791,407|558,767|Tue, 10 September 2019 11:05:00|37HG-L59Q
CAP1Z|500,061|936,562|Tue, 10 September 2019 11:08:00|255DR-S96F
